,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-CAC02-D7101,,,,,,0,U/G SEWER SYSTEM CATCH BASIN DETAILS (1),,,,,,,,,,,,,,,C,XF31M-0000-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-001,U/G SEWER SYSTEM CATCH BASIN DETAILS (1),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7101,陳博仁  Ext.:23341,CB-0242,A
1,TC0-1-CAC02-D7102,,,,,,0,U/G SEWER SYSTEM CATCH BASIN DETAILS (2),,,,,,,,,,,,,,,C,XF31M-0000-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-002,U/G SEWER SYSTEM CATCH BASIN DETAILS (2),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7102,陳博仁  Ext.:23341,CB-0242,A
2,TC0-1-CAC02-D7103,,,,,,0,U/G SEWER SYSTEM CATCH BASIN DETAILS (3),,,,,,,,,,,,,,,C,XF31M-0000-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-003,U/G SEWER SYSTEM CATCH BASIN DETAILS (3),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7103,陳博仁  Ext.:23341,CB-0242,A
3,TC0-1-CAC02-D7111,,,,,,0,U/G SEWER SYSTEM MANHOLE DETAILS (1),,,,,,,,,,,,,,,C,XF31M-0000-011,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-011,U/G SEWER SYSTEM MANHOLE DETAILS (1),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7111,陳博仁  Ext.:23341,CB-0242,A
4,TC0-1-CAC02-D7112,,,,,,0,U/G SEWER SYSTEM MANHOLE DETAILS (2),,,,,,,,,,,,,,,C,XF31M-0000-012,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-012,U/G SEWER SYSTEM MANHOLE DETAILS (2),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7112,陳博仁  Ext.:23341,CB-0242,A
5,TC0-1-CAC02-D7113,,,,,,0,U/G SEWER SYSTEM MANHOLE DETAILS (3),,,,,,,,,,,,,,,C,XF31M-0000-013,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-013,U/G SEWER SYSTEM MANHOLE DETAILS (3),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7113,陳博仁  Ext.:23341,CB-0242,A
6,TC0-1-CAC02-D7114,,,,,,0,U/G SEWER SYSTEM MANHOLE DETAILS (4),,,,,,,,,,,,,,,C,XF31M-0000-014,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-014,U/G SEWER SYSTEM MANHOLE DETAILS (4),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7114,陳博仁  Ext.:23341,CB-0242,A
7,TC0-1-CAC02-D7121,,,,,,0,U/G SEWER SYSTEM VALVE BOX DETAILS (1),,,,,,,,,,,,,,,C,XF31M-0000-021,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-021,U/G SEWER SYSTEM VALVE BOX DETAILS (1),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7121,陳博仁  Ext.:23341,CB-0242,A
8,TC0-1-CAC02-D7122,,,,,,0,U/G SEWER SYSTEM VALVE BOX DETAILS (2),,,,,,,,,,,,,,,C,XF31M-0000-022,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-022,U/G SEWER SYSTEM VALVE BOX DETAILS (2),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7122,陳博仁  Ext.:23341,CB-0242,A
9,TC0-1-CAC02-D7123,,,,,,0,U/G SEWER SYSTEM VALVE BOX DETAILS (3),,,,,,,,,,,,,,,C,XF31M-0000-023,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0406,TPC-TC(C0)-CD-22-0406,IFC,2022/06/16,2022/05/16,XF31M-0000-023,U/G SEWER SYSTEM VALVE BOX DETAILS (3),0,C,"U/G Sewer System - Catch Basin,Manhole and Valve Box_R0 (IFC)",TC0-1-CAC02-D7123,陳博仁  Ext.:23341,CB-0242,A
