,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-III02-D1147,,,,,,B,Field Instrument Location Plan of Warehouse Area (1/4),,,,,,,,,,,,,,,A,XH72-3100-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3100-001,Field Instrument Location Plan of Warehouse Area (1/4),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1147,王鵬豪  Ext.:25199,IN-0141,A
1,TC0-1-III02-D1148,,,,,,B,Field Instrument Location Plan of Warehouse Area (2/4),,,,,,,,,,,,,,,A,XH72-3100-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3100-002,Field Instrument Location Plan of Warehouse Area (2/4),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1148,王鵬豪  Ext.:25199,IN-0141,A
2,TC0-1-III02-D1149,,,,,,B,Field Instrument Location Plan of Warehouse Area (3/4),,,,,,,,,,,,,,,A,XH72-3100-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3100-003,Field Instrument Location Plan of Warehouse Area (3/4),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1149,王鵬豪  Ext.:25199,IN-0141,A
3,TC0-1-III02-D1150,,,,,,B,Field Instrument Location Plan of Warehouse Area (4/4),,,,,,,,,,,,,,,A,XH72-3100-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3100-004,Field Instrument Location Plan of Warehouse Area (4/4),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1150,王鵬豪  Ext.:25199,IN-0141,A
4,TC0-1-III02-D1151,,,,,,B,Field Instrument Location Plan of Emergency Diesel Generator Area (1/2),,,,,,,,,,,,,,,A,XH72-3100-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3100-005,Field Instrument Location Plan of Emergency Diesel Generator Area (1/2),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1151,王鵬豪  Ext.:25199,IN-0141,A
5,TC0-1-III02-D1152,,,,,,B,Field Instrument Location Plan of Emergency Diesel Generator Area (2/2),,,,,,,,,,,,,,,A,XH72-3100-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3100-006,Field Instrument Location Plan of Emergency Diesel Generator Area (2/2),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1152,王鵬豪  Ext.:25199,IN-0141,A
6,TC0-1-III02-D1153,,,,,,B,Field Instrument Location Plan of Wastewater Treatment Area (1/2),,,,,,,,,,,,,,,A,XH72-3100-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3100-007,Field Instrument Location Plan of Wastewater Treatment Area (1/2),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1153,王鵬豪  Ext.:25199,IN-0141,A
7,TC0-1-III02-D1141,,,,,,B,Field Instrument Location Plan of Wastewater Treatment Area (2/2),,,,,,,,,,,,,,,A,XH72-3100-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3100-008,Field Instrument Location Plan of Wastewater Treatment Area (2/2),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1141,王鵬豪  Ext.:25199,IN-0141,A
8,TC0-1-III02-D1158,,,,,,B,Field Instrument Location Plan of Water Treatment Area (1/4),,,,,,,,,,,,,,,A,XH72-3200-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3200-001,Field Instrument Location Plan of Water Treatment Area (1/4),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1158,王鵬豪  Ext.:25199,IN-0141,A
9,TC0-1-III02-D1159,,,,,,B,Field Instrument Location Plan of Water Treatment Area (2/4),,,,,,,,,,,,,,,A,XH72-3200-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0413,TPC-TC(C0)-CD-22-0413,IFA,2022/06/17,2022/05/17,XH72-3200-002,Field Instrument Location Plan of Water Treatment Area (2/4),B,A,Field Instrument Location Plan of Warehouse Area (1of4)…etc,TC0-1-III02-D1159,王鵬豪  Ext.:25199,IN-0141,A
