,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ERE02-D5602,,,,,,A,DRAWING INDEX OF ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(1/3),,,,,,,,,,,,,,,A,XK41C-0KEY0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0KEY0-002,DRAWING INDEX OF ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(1/3),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5602,程正維  Ext.:28057,EE-0094,A
1,TC0-1-ERE02-D5603,,,,,,A,DRAWING INDEX OF ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(2/3),,,,,,,,,,,,,,,A,XK41C-0KEY0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0KEY0-003,DRAWING INDEX OF ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(2/3),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5603,程正維  Ext.:28057,EE-0094,A
2,TC0-1-ERE02-D5604,,,,,,A,DRAWING INDEX OF ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(3/3),,,,,,,,,,,,,,,A,XK41C-0KEY0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0KEY0-004,DRAWING INDEX OF ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(3/3),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5604,程正維  Ext.:28057,EE-0094,A
3,TC0-1-ERE02-D5605,,,,,,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(1/123),,,,,,,,,,,,,,,A,XK41C-0TNL0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0TNL0-001,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(1/123),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5605,程正維  Ext.:28057,EE-0094,A
4,TC0-1-ERE02-D5606,,,,,,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(2/123),,,,,,,,,,,,,,,A,XK41C-0TNL0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0TNL0-002,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(2/123),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5606,程正維  Ext.:28057,EE-0094,A
5,TC0-1-ERE02-D5607,,,,,,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(3/123),,,,,,,,,,,,,,,A,XK41C-0TNL0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0TNL0-003,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(3/123),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5607,程正維  Ext.:28057,EE-0094,A
6,TC0-1-ERE02-D5608,,,,,,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(4/123),,,,,,,,,,,,,,,A,XK41C-0TNL0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0TNL0-004,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(4/123),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5608,程正維  Ext.:28057,EE-0094,A
7,TC0-1-ERE02-D5609,,,,,,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(5/123),,,,,,,,,,,,,,,A,XK41C-0TNL0-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0TNL0-005,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(5/123),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5609,程正維  Ext.:28057,EE-0094,A
8,TC0-1-ERE02-D5610,,,,,,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(6/123),,,,,,,,,,,,,,,A,XK41C-0TNL0-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0TNL0-006,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(6/123),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5610,程正維  Ext.:28057,EE-0094,A
9,TC0-1-ERE02-D5611,,,,,,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(7/123),,,,,,,,,,,,,,,A,XK41C-0TNL0-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0280,TPC-TC(C0)-CD-22-0280,IFA,2022/05/13,2022/04/13,XK41C-0TNL0-007,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL(7/123),A,A,ELECTRICAL CABLE TRAY LAYOUT WITH SUPPORT PLAN FOR CABLE TUNNEL,TC0-1-ERE02-D5611,程正維  Ext.:28057,EE-0094,A
